,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zone
0,15019,"WIFI, distinguished apartment in BO, near FIERA",58333,Gianluca,,San Donato - San Vitale,44.498444264376346,11.359609854323983,Private room,41,1,62,2017-03-05,0.8,1,365,S. Vitale
1,42196,50 sm Studio in the historic centre,184487,Carlo,,Santo Stefano,44.4850712858515,11.347863741411926,Entire home/apt,68,3,160,2018-07-29,1.68,4,267,Galvani
2,46352,A room in Pasolini's house,467810,Eleonora,,Porto - Saragozza,44.49145546841946,11.335035377810266,Private room,28,1,150,2018-07-04,1.57,3,325,Malpighi
3,59697,BOLOGNA CENTRE RELAX & COMFORT,286688,Paolo,,Santo Stefano,44.48754833993418,11.340577016490862,Entire home/apt,55,1,203,2018-07-07,2.95,1,306,Galvani
4,70366,Fuoriporta,356310,Maria Ebe,,Porto - Saragozza,44.496992624128865,11.322056843021517,Entire home/apt,69,1,5,2015-07-16,0.09,1,324,Saffi
5,72319,AmaBologna Bed & Breakfast porticos,374533,Ersi,,Porto - Saragozza,44.48971877929874,11.32072251647731,Private room,36,2,29,2018-04-21,0.35,2,340,Costa Saragozza
6,83173,Cosy and bright rooms in Bologna,453008,Fulvio,,Navile,44.510127960382356,11.343160937088964,Private room,26,1,70,2018-06-19,0.8,2,274,Bolognina
7,85368,Garden House Bologna,467675,Anna Maria,,Santo Stefano,44.47834464580737,11.356715250599695,Entire home/apt,130,2,37,2018-05-14,0.48,1,270,Murri
8,85399,A bed in Pasolini's house,467810,Eleonora,,Porto - Saragozza,44.48983943453455,11.335400412013533,Shared room,26,1,112,2014-07-10,1.27,3,333,Malpighi
9,87363,Green courtyard in Bologna,478689,Michelle,,Porto - Saragozza,44.49109068103253,11.322442256675346,Entire home/apt,80,4,21,2018-03-20,0.28,2,232,Costa Saragozza
10,87369,Flat in Bologna 1-4 guests,478689,Michelle,,Porto - Saragozza,44.490789324292756,11.321390216738141,Entire home/apt,80,5,1,2013-01-26,0.01,2,334,Costa Saragozza
11,106260,Nice room & great food experience!!,550844,Andrea & Susanna,,Navile,44.52569967031994,11.31529481254983,Private room,24,1,156,2018-06-18,1.8,3,333,Lame
12,130642,B&B Betta & Bologna,643133,Elisabetta,,Savena,44.4675509848099,11.388903192700724,Private room,50,2,25,2016-10-19,0.29,1,365,Mazzini
13,145779,SINGLE ROOM,705535,Valerio,,Porto - Saragozza,44.49219739390242,11.337265943691733,Private room,40,2,50,2018-06-30,0.6,8,356,Malpighi
14,163336,Guesthouse Cartoleria - room 2,779753,Samantha,,Santo Stefano,44.48944095850857,11.348481694607232,Private room,35,1,82,2018-07-04,0.96,6,26,Galvani
15,174609,be in the city standing campaign,834262,Vasco,,Borgo Panigale - Reno,44.51051339172902,11.272953645662268,Private room,30,1,2,2014-03-19,0.04,4,364,Borgo Panigale
16,187872,"HOMEMADE Breakfast, Pasta or Pizza!",550844,Andrea & Susanna,,Navile,44.525704631509285,11.314098323596635,Private room,35,1,44,2018-05-25,0.52,3,333,Lame
17,204553,Private Room & Bath Ex-Convent in Centro Storico,569422,Elizabeth,,Porto - Saragozza,44.491048776645286,11.339822011165275,Private room,43,2,205,2018-05-20,2.44,1,119,Malpighi
18,209692,a Bologna per vacanze e lavoro ,1033461,Lelio,,Navile,44.516278319451104,11.33073788956799,Private room,25,1,11,2018-06-29,1.56,2,319,Lame
19,214615,due doppie  Mascarella,885872,Giuliana,,Santo Stefano,44.501718263065776,11.350468468228266,Private room,40,1,4,2016-03-05,0.11,2,365,Irnerio
20,219878,Gorgeous Haven in Centro Storico,1139326,Eli,,Santo Stefano,44.48676143994252,11.352751045057245,Entire home/apt,85,3,116,2018-07-28,1.41,2,139,Galvani
21,228124,"Self Check-In Apartment ""da Carlo e Alice""",1189801,Michela,,San Donato - San Vitale,44.50461411883778,11.369239662821226,Entire home/apt,50,2,114,2018-07-01,2.16,1,275,San Donato
22,228628,"room in luxurious penthouse,centre",1193466,Luca,,Porto - Saragozza,44.49584988298575,11.33837678908949,Private room,66,2,94,2018-06-03,1.31,1,358,Marconi
23,229114,Terrace between fair&city center,1196205,Davide,,Navile,44.51163344147234,11.349162439424775,Entire home/apt,64,3,22,2018-04-30,0.31,1,240,Bolognina
