,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zone
17,359082,Elegante Mansarda - BOLOGNA CENTRO,1817171,Francesca,,Santo Stefano,44.49687,11.35013,Private room,55,7,2,2019-09-20,0.07,1,365,Irnerio
18,369531,independent room kitchen-bathroom,1863279,Caterina,,Savena,44.46817,11.377139999999999,Private room,50,3,31,2015-02-20,0.28,2,163,S. Ruffillo
19,373095,A due passi da Piazza Maggiore,1877146,Giulio,,Porto - Saragozza,44.49745,11.33025,Entire home/apt,69,2,77,2019-10-17,0.7,5,0,Malpighi
20,374090,Appartamento in pieno centro,1882258,Morena,,Porto - Saragozza,44.49548,11.330219999999999,Entire home/apt,250,2,214,2019-10-10,2.02,2,365,Malpighi
21,374610,"Cozy studio ,WIFI,kitchen and bath!",1884566,Federico,,Santo Stefano,44.491279999999996,11.35617,Entire home/apt,50,2,84,2017-04-05,0.84,4,124,Irnerio
22,376826,"Nice, Loft in the historic center",1877146,Giulio,,Porto - Saragozza,44.49564,11.33601,Entire home/apt,90,2,198,2018-10-04,1.89,5,352,Marconi
23,377126,Camera a Bologna,1895492,Cristina,,San Donato - San Vitale,44.50483,11.362060000000001,Private room,35,3,0,,,1,307,San Donato
24,383256,Apartment Open Space on two floor!,1884566,Federico,,Porto - Saragozza,44.50103,11.34218,Entire home/apt,33,2,161,2019-10-18,1.72,4,127,Marconi
25,411523,Melograno's house downtown Bologna,2048622,Irene,,Santo Stefano,44.4931,11.35442,Entire home/apt,85,3,100,2021-05-26,1.03,3,364,Irnerio
26,434796,"BELLA RESINA,zona FIERA tangenziale",2160085,Claudia,,San Donato - San Vitale,44.52134,11.381730000000001,Private room,100,2,11,2018-09-27,0.12,1,365,San Donato
27,442819,apartment near down town,2200704,Gianmassimo,,Porto - Saragozza,44.496140000000004,11.31751,Private room,34,1,113,2018-03-23,1.06,1,31,Costa Saragozza
28,447120,Green area ten minutes from downtow,2219894,Stefania,,Savena,44.469359999999995,11.38413,Private room,49,1,10,2015-09-29,0.1,1,0,Mazzini
29,496906,charming studio in the old town,2453897,Alessandro,,Porto - Saragozza,44.490320000000004,11.337489999999999,Entire home/apt,50,2,4,2014-06-22,0.05,3,171,Malpighi
30,510771,"BOLOGNA CITY, NEAR FAIR AND AIRPORT",2516628,Coach Maurizio Salamina,,Borgo Panigale - Reno,44.49596,11.2911,Private room,100,1,52,2013-07-14,0.49,1,365,Barca
31,524880,Petronio's house in the heart of Bo,2048622,Irene,,Santo Stefano,44.48855,11.35387,Entire home/apt,58,3,121,2019-04-02,1.27,3,364,Galvani
32,531700,"Downtotown ♥ 2Torri♥Cozy restaurants, museum",2613427,Caterina,,Santo Stefano,44.494409999999995,11.349639999999999,Entire home/apt,77,2,326,2019-06-04,3.03,1,0,Irnerio
33,556818,A nice flat in the heart of thcity,612927,Angiolo,,Santo Stefano,44.49723,11.347010000000001,Entire home/apt,120,2,87,2020-01-03,1.01,1,269,Irnerio
34,570880,sweet loft in bologna's heart,123920,Giorgio,,Porto - Saragozza,44.49147,11.33661,Entire home/apt,100,2,65,2018-07-19,0.64,1,152,Malpighi
35,648513,Cosy flat in down town,95428,Simona,,Porto - Saragozza,44.49395,11.341280000000001,Entire home/apt,54,2,11,2014-05-03,0.12,1,193,Malpighi
36,659024,nice studio in the old city center,2453897,Alessandro,,Porto - Saragozza,44.49022,11.336780000000001,Entire home/apt,60,3,17,2015-04-05,0.19,3,34,Malpighi
37,659045,wonderful apartment near the center,2453897,Alessandro,,Porto - Saragozza,44.49961,11.31763,Entire home/apt,50,2,4,2013-06-03,0.04,3,144,Saffi
38,670610,Easy Bologna for all seasons,3315552,Federica,,Porto - Saragozza,44.503609999999995,11.33204,Entire home/apt,60,4,38,2015-01-06,0.36,1,357,Saffi
39,670725,Camera singola e bagno accogliente,3398944,Enzo,,Savena,44.469879999999996,11.37673,Private room,75,1,2,2018-10-07,0.02,2,365,S. Ruffillo
40,678013,CasaSimo-Appartamento su 2 livelli,12992655,Simo,,San Donato - San Vitale,44.49647,11.36231,Entire home/apt,65,2,27,2017-04-23,0.28,1,345,S. Vitale
41,684271,Ca 'de' Fiori self catering apartm.,3488947,Cristina,,Navile,44.515409999999996,11.34628,Entire home/apt,120,2,4,2018-11-11,0.06,1,365,Bolognina
42,690226,Bologna on the roof,2048622,Irene,,Santo Stefano,44.49007,11.35267,Entire home/apt,150,3,62,2020-01-31,0.58,3,285,Galvani
43,692204,"my nice, wood and white, apartment",1863279,Caterina,,Savena,44.46966,11.37762,Entire home/apt,60,3,17,2016-08-15,0.19,2,257,S. Ruffillo
44,708145,A little nest in Bologna,3641392,A Casa Fuori Casa Di Stefano & Cinz,,Borgo Panigale - Reno,44.50815,11.295630000000001,Entire home/apt,1429,2,32,2016-12-02,0.32,1,362,S. Viola
45,715819,Bright and elegant big apartment,3688693,Nic&Giovi,,Santo Stefano,44.473490000000005,11.36903,Entire home/apt,80,3,89,2020-01-02,0.86,1,0,Murri
46,724304,Bologna cities and universities,3026417,Michela,,Santo Stefano,44.49325,11.351189999999999,Entire home/apt,110,2,45,2021-05-29,0.54,1,365,Irnerio
47,728099,Large tavernetta 7 minutes from Bologna,2047280,Gabriele,,Borgo Panigale - Reno,44.515859999999996,11.28225,Entire home/apt,38,2,158,2018-09-23,1.49,2,356,Borgo Panigale
48,732204,V4 - BOLOGNA AT HEART,1647751,Claudia,,Porto - Saragozza,44.49779,11.342319999999999,Private room,41,1,422,2019-11-15,4.27,1,262,Marconi
49,742415,"IN FIERA 5: large,in the face fair",3858191,Ennio,,San Donato - San Vitale,44.50522,11.363539999999999,Entire home/apt,179,1,32,2019-04-02,0.36,3,239,San Donato
50,749324,Quiet Studio in Old Town,1877146,Giulio,,Porto - Saragozza,44.49561,11.3361,Entire home/apt,68,2,333,2020-02-12,3.17,5,329,Marconi
51,766048,La migliore vista della città.,4039523,Riccardo,,Santo Stefano,44.49924,11.34543,Entire home/apt,85,6,211,2019-08-21,3.02,1,88,Irnerio
52,793706,Miniappartamento in Tavernetta,4181174,Flavia,,Santo Stefano,44.48753,11.34114,Entire home/apt,22,3,339,2019-10-01,3.3,1,38,Galvani
53,795585,Strada Maggiore Trentasette Studio,4190791,Samantha,,Santo Stefano,44.49265,11.352160000000001,Entire home/apt,100,2,9,2015-04-02,0.09,1,0,Irnerio
54,804596,A quiet Place to stay,4235069,Elena,,Porto - Saragozza,44.49824,11.33956,Entire home/apt,64,2,192,2020-01-02,1.86,2,70,Marconi
55,813260,Very cosy bedroom in a flat in a beatiful side,4129542,Neva,,Santo Stefano,44.47918,11.35856,Entire home/apt,120,1,3,2013-03-28,0.03,1,365,Murri
56,838885,Very good Double room with private Bathroom -,4350204,Marco,,Porto - Saragozza,44.49205,11.31838,Private room,37,2,3,2019-04-02,0.07,1,181,Costa Saragozza
57,840951,Attic in historical center in Bolog,4170880,Laura,,Porto - Saragozza,44.49442,11.331760000000001,Entire home/apt,90,3,109,2019-10-12,1.34,2,245,Malpighi
58,840988,Downtown studio with own bathroom,2438671,Vanessa,,Santo Stefano,44.487809999999996,11.36444,Private room,21,2,40,2019-05-18,0.41,1,90,Murri
59,842573,Artist's house,4399085,Anna,,Santo Stefano,44.48749,11.3487,Entire home/apt,65,5,44,2016-03-22,0.47,1,178,Galvani
60,859833,large room to let in Bologna,2865895,Daniele,,San Donato - San Vitale,44.49776,11.370989999999999,Private room,30,5,2,2013-09-27,0.02,2,365,San Donato
61,860436,close to the center & trainstation,4506590,Alessandro,,Navile,44.50938,11.34944,Private room,44,1,26,2015-12-29,0.28,1,151,Bolognina
62,875210,"WiFi, new Studio/Loft in Fiera and BO center!!",4209521,Emma,,San Donato - San Vitale,44.50659,11.3677,Entire home/apt,69,4,43,2018-09-15,0.42,1,353,San Donato
63,884148,APOSA FLAT / CITY CENTER - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49945,11.34566,Entire home/apt,40,1,652,2020-10-04,6.44,5,246,Irnerio
64,892817,"DOUBLE ROOM, PRIVATE BATH BOLOGNA MINIMUM 2 PEOPLE",4747696,Lella,,Porto - Saragozza,44.49064,11.33281,Private room,80,1,7,2018-02-15,0.17,4,35,Malpighi
65,892847,flat 3 rooms 3 bath bologna for you,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Entire home/apt,105,2,11,2017-05-12,0.37,4,0,Malpighi
66,909385,Appartamento per soggiorni brevi,805148,Lara,,Navile,44.520540000000004,11.32067,Entire home/apt,46,3,2,2013-10-10,0.02,2,364,Lame
67,915905,Prestigious loft in central Bologna,4916370,Paola,,Santo Stefano,44.48814,11.3491,Entire home/apt,79,3,29,2021-06-20,0.36,2,47,Galvani
68,944794,PrettyJewelAttic in Typical Village,3715410,Katia,,Borgo Panigale - Reno,44.51419,11.2841,Entire home/apt,44,5,147,2019-09-20,1.48,1,0,Borgo Panigale
69,952460,Apartment in the historical center,4928901,Anna E Elena,,Santo Stefano,44.486940000000004,11.34884,Entire home/apt,54,2,172,2018-05-03,1.75,1,254,Galvani
70,961864,"LARGE DOUBLE ROOM, IN THE CENTER",705535,Valerio,,Porto - Saragozza,44.4931,11.33756,Private room,50,5,42,2019-03-18,0.48,9,365,Malpighi
71,967017,Luminous peaceful comfortable loft,5275503,Paola,,Santo Stefano,44.48879,11.342080000000001,Entire home/apt,80,3,194,2019-09-27,2.19,1,0,Galvani
72,967061,Little Venice/Center BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,39,1,419,2019-12-22,4.17,5,257,Irnerio
73,978836,Appartamento dentro porta,1882258,Morena,,Porto - Saragozza,44.49962,11.33484,Entire home/apt,107,3,108,2019-06-01,1.15,2,361,Marconi
74,978945,Triple room with private bathroom minimum 2 people,4747696,Lella,,Porto - Saragozza,44.49094,11.33192,Private room,80,1,13,2018-10-17,0.22,4,140,Malpighi
75,979026,TWIN ROOM WITH  PRIVATE BATHROOM,4747696,Lella,,Porto - Saragozza,44.49165,11.33162,Private room,80,1,6,2019-04-23,0.15,4,349,Malpighi
76,981083,Doppia o Matrimoniale con bagno,3398944,Enzo,,Savena,44.47116,11.37847,Private room,120,1,3,2015-10-01,0.06,2,365,Mazzini
77,981727,I 4 GATTI Bologna Guesthouse x4,5234186,Filippo,,Porto - Saragozza,44.49263,11.3271,Private room,55,1,24,2015-07-22,0.27,6,180,Costa Saragozza
78,984616,Beautiful flat in central Bologna,4916370,Paola,,Santo Stefano,44.488009999999996,11.35365,Entire home/apt,72,28,2,2013-05-09,0.03,2,362,Galvani
79,993645,Villa Benni An elegant mansion b&b,5458518,Marcella,,Porto - Saragozza,44.48867,11.31842,Private room,104,1,87,2020-02-24,0.91,2,364,Costa Saragozza
80,1001947,Casa Dumas,5510279,Alessandro,,Santo Stefano,44.4943,11.35324,Entire home/apt,67,2,93,2019-08-19,0.93,27,140,Irnerio
81,1002365,FARM HOUSE with garden and parking,5512231,Federica,,Borgo Panigale - Reno,44.54527,11.24873,Entire home/apt,75,3,10,2019-10-08,0.12,1,328,Borgo Panigale
82,1008937,Just like Montmartre in Italy,5549727,Thierry,,Santo Stefano,44.486940000000004,11.35337,Entire home/apt,85,2,136,2019-11-02,1.5,1,172,Galvani
83,1013831,A gourmet's cozy apt near the station (+garden),5577185,Bebe,,Navile,44.5163,11.342839999999999,Entire home/apt,43,2,163,2019-09-19,1.74,1,143,Bolognina
84,1022814,Camera Bolognese di Carlo Alberto,5631196,Carlo,,Porto - Saragozza,44.50326,11.34192,Hotel room,89,1,1,2013-06-11,0.01,1,0,Marconi
85,1022914,A whole house and a walk downtown,5630894,Andrea,,Porto - Saragozza,44.49625,11.32006,Entire home/apt,71,2,56,2016-09-29,0.62,1,362,Costa Saragozza
86,1023596,APT IN DOWNTOWN WITH A LOT OF GREEN,14234395,Nicola,,Porto - Saragozza,44.49559,11.33248,Entire home/apt,75,2,102,2019-12-27,1.34,2,344,Malpighi
87,1027489,Casa Munay Appartments S.Orsola,2845503,Simone,,San Donato - San Vitale,44.49243,11.36684,Entire home/apt,53,4,0,,,4,35,S. Vitale
88,1029853,Bologna Best Bed : feel at home,4259314,Nathalie,,Navile,44.51612,11.34044,Entire home/apt,60,2,155,2019-09-22,1.57,1,89,Bolognina
89,1076605,FAIR&FICO! ROOM&BREAKFAST From Dusk till Dawn,5923033,Matteo&Tomoko,,San Donato - San Vitale,44.50072,11.37081,Private room,34,2,81,2018-09-22,0.84,1,365,San Donato
90,1078032,Moderno mono stile loft 2284 BO,5056483,Halldis Apartments & Villas,,Navile,44.52533,11.33335,Entire home/apt,54,1,2,2019-12-19,0.05,54,1,Lame
91,1078372,Elegant 2bdr at via D'Azeglio 1150,5056483,Halldis Apartments & Villas,,Porto - Saragozza,44.48957,11.33888,Entire home/apt,39,1,3,2017-07-15,0.05,54,0,Malpighi
92,1093891,Bright&elegant attic in the heart of Bologna! 1471 - 09e2032c,5056483,Halldis Apartments & Villas,,Santo Stefano,44.49986,11.35159,Entire home/apt,56,1,3,2018-07-18,0.09,54,1,Irnerio
93,1105477,Private room in Bologna,2900560,Laura,,Borgo Panigale - Reno,44.49736,11.29391,Private room,36,1,16,2020-03-09,0.37,1,365,Barca
94,1112850,BEAUTIFUL STYLISH FLAT IN TOWN,6029035,Michela,,Porto - Saragozza,44.497659999999996,11.33267,Entire home/apt,98,2,1,2016-09-28,0.02,1,111,Marconi
95,1116883,Room Airport,6129734,Manuel,,Borgo Panigale - Reno,44.522870000000005,11.27813,Private room,27,1,189,2017-08-16,1.98,1,0,Borgo Panigale
96,1142503,A touch of luxury.GLBT f/ndly wifi,6265596,Maurizio,,Santo Stefano,44.48715,11.34036,Entire home/apt,50,3,376,2020-01-26,3.92,1,29,Galvani
97,1149912,Renting room in Bologna Airport,6129693,Manuel,,Borgo Panigale - Reno,44.51978,11.27588,Private room,26,7,157,2019-06-02,1.61,1,358,Borgo Panigale
98,1153398,COZY STUDIO IN THE CITY CENTER!!!,6320833,Raffaella,,Santo Stefano,44.49746,11.34908,Entire home/apt,60,2,220,2019-09-13,2.23,1,89,Irnerio
99,1175984,Large / Central. Ideal for family,6435724,Angelo & Aurelia,,Santo Stefano,44.49677,11.35425,Entire home/apt,69,2,24,2018-07-01,0.29,1,185,Irnerio
100,1181594,lovely flat in Bologna city center,5936779,Laura,,Porto - Saragozza,44.498490000000004,11.340119999999999,Entire home/apt,55,2,438,2021-05-26,4.45,1,278,Marconi
101,1189302,Al Mulino /Center - BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,44,1,281,2020-09-01,3.03,5,186,Irnerio
102,1199947,Al Morelo / Ceity Center-BO,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49807,11.34507,Entire home/apt,40,1,111,2020-02-23,1.24,5,228,Irnerio
103,1207685,Cosy and lovely central attic!,5581314,Martina,,Porto - Saragozza,44.495090000000005,11.332410000000001,Private room,32,3,158,2018-11-23,1.65,1,365,Malpighi
104,1214730,"Cozy room,Wifi,kitchen and pvt bath",1884566,Federico,,Santo Stefano,44.49088,11.35648,Entire home/apt,45,2,6,2014-04-09,0.06,4,124,Irnerio
105,1222983,In the heart and soul bologna,6670383,Mario,,Porto - Saragozza,44.498670000000004,11.337710000000001,Private room,62,1,5,2016-03-23,0.07,3,365,Marconi
106,1228143,Comfortable flat in the city centre,6698997,Francesco,,Porto - Saragozza,44.4948,11.330219999999999,Entire home/apt,65,2,80,2019-12-30,0.87,1,264,Malpighi
107,1250727,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49951,11.337860000000001,Private room,62,1,19,2018-03-27,0.23,3,364,Marconi
108,1250790,In the heart and soul of Bologna,6670383,Mario,,Porto - Saragozza,44.49828,11.33821,Private room,64,3,10,2015-10-08,0.1,3,365,Marconi
109,1311463,PZA MAGGIORE PRETSIGIOUS APARTMENT,3155409,Gabriella,,Porto - Saragozza,44.495709999999995,11.3428,Entire home/apt,200,3,18,2020-03-06,0.46,1,364,Marconi
110,1391869,charming open space historic center,7524892,Franco,,Porto - Saragozza,44.48942,11.33297,Entire home/apt,65,3,104,2019-09-08,1.13,1,212,Malpighi
111,1408005,DOLCE VITA IN THE HEART OF BOLOGNA,7593939,Danilo,,Santo Stefano,44.49888,11.34414,Entire home/apt,73,2,271,2019-09-15,2.86,1,330,Marconi
112,1435627,heart of Bologna Piazza Maggiore,7714013,Carlotta,,Porto - Saragozza,44.49321,11.33569,Entire home/apt,52,2,449,2020-01-07,4.79,1,122,Malpighi
113,1441056,Stanza privata giardini margherita,3821567,Caroline,,Santo Stefano,44.48532,11.36103,Private room,39,5,19,2019-04-19,0.24,1,88,Murri
114,1451862,comode stanze private in elegante villa storica,5458518,Marcella,,Porto - Saragozza,44.490320000000004,11.318019999999999,Private room,205,1,16,2016-08-30,0.45,2,157,Costa Saragozza
115,1468574,null - 09f82202,5056483,Halldis Apartments & Villas,,Porto - Saragozza,44.50075,11.33855,Entire home/apt,30,1,1,2018-04-30,0.03,54,0,Marconi
116,1468732,Spacious one bedroom Gigli/3052 BO,5056483,Halldis Apartments & Villas,,Santo Stefano,44.47725,11.37036,Entire home/apt,63,1,0,,,54,0,Murri
117,1468980,Modern 45sq.mt Fantin/3143 Bologna,5056483,Halldis Apartments & Villas,,Navile,44.51341,11.32886,Entire home/apt,57,1,3,2017-08-31,0.06,54,0,Lame
118,1469111,Moderno bilo nel centro storico2095,5056483,Halldis Apartments & Villas,,Porto - Saragozza,44.49572,11.33788,Entire home/apt,30,1,3,2018-12-23,0.04,54,0,Marconi
119,1470008,Pisolo in città home holidays in city center,7871222,Paolo,,Porto - Saragozza,44.49105,11.33268,Entire home/apt,70,2,74,2017-10-08,0.79,1,241,Malpighi
120,1491202,Massarenti ospedale sant'orsola,7973070,Andrea,,San Donato - San Vitale,44.49272,11.368210000000001,Entire home/apt,55,1,19,2017-09-29,0.25,5,365,S. Vitale
121,1496752,Home away from Home,1373203,Ludovica,,Porto - Saragozza,44.50111,11.34239,Entire home/apt,100,2,63,2015-05-15,0.68,1,11,Marconi
122,1538460,Piccola Venezia/ Centro Bologna,4664996,Vie D'Acqua Di Sandra Maria,,Santo Stefano,44.49895,11.34632,Entire home/apt,50,1,56,2018-08-05,0.61,5,257,Irnerio
123,1566003,"""i portici di via Piella """,8325248,Massimo,,Santo Stefano,44.49855,11.34411,Entire home/apt,47,1,691,2019-08-23,7.33,3,110,Irnerio
124,1571942,Cozy apartment in a quiet area,4594761,Sara,,Navile,44.51813,11.33951,Private room,28,2,51,2019-02-26,0.54,1,363,Bolognina
125,1577979,A room in Pasolini's house 2,467810,Eleonora,,Porto - Saragozza,44.491690000000006,11.33361,Private room,28,1,260,2019-10-15,2.84,2,356,Malpighi
126,1588677,Cozy at Bologna's best location!,2345001,Gioia Y Demian,,Porto - Saragozza,44.49483,11.33163,Entire home/apt,34,5,87,2018-06-24,0.99,1,352,Malpighi
127,1676504,Sweet Wolf - historical centre Bo,3934207,Sandra E Stefano,,Porto - Saragozza,44.49644,11.3422,Entire home/apt,40,2,49,2019-11-13,0.53,3,294,Marconi
128,1693874,Room in University District,2673876,Cris,,Santo Stefano,44.49622,11.351189999999999,Private room,28,2,45,2015-03-14,0.53,2,288,Irnerio
129,1702612,accogliente camera centro bologna,8947541,Lillo Carmine,,Santo Stefano,44.48363,11.3588,Private room,50,2,20,2017-10-29,0.23,1,325,Murri
130,1704805,Lame 71 Guest House - Intero Apt,8999501,Alex,,Porto - Saragozza,44.5058,11.32885,Entire home/apt,80,2,8,2019-11-30,0.09,1,172,Saffi
131,1739565,Casa Letizia One confort e relax in Strada Maggiore sotto le Due Torri,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,68,3,227,2020-12-12,2.52,2,91,Irnerio
132,1744706,Private room in quiet zone 1,9183683,Massimo,,Porto - Saragozza,44.488890000000005,11.32655,Private room,30,1,52,2020-02-23,0.66,3,180,Costa Saragozza
133,1782703,A beautiful view on the old canal,9357589,Elena,,Santo Stefano,44.500170000000004,11.34858,Entire home/apt,86,2,65,2019-04-17,0.7,1,155,Irnerio
134,1791860,"Strategico centro, fiera, ospedale",9401144,Antonella,,San Donato - San Vitale,44.507459999999995,11.37597,Entire home/apt,49,2,98,2018-09-28,1.06,1,82,San Donato
135,1827439,La Casa del Borgo in the heart of Bologna,9561972,Angela,,Santo Stefano,44.5003,11.34796,Entire home/apt,75,2,93,2017-08-11,1.02,1,204,Irnerio
136,1853123,B&B Chez moi,9587199,Uliana,,Santo Stefano,44.49201,11.352780000000001,Hotel room,90,1,0,,,5,75,Irnerio
137,1863235,beautifull loft  top of Bologna,8864905,Robert,,Savena,44.47614,11.38541,Entire home/apt,100,3,24,2015-04-02,0.3,1,363,Mazzini
138,1872453,RoomTouchAndGo fiera Bologna,9757089,Leonardo,,Navile,44.51598,11.35844,Entire home/apt,130,1,2,2014-09-28,0.05,1,360,Bolognina
139,1929841,Petit Bijou avec Jardin,9992893,Isabelle,,Porto - Saragozza,44.49669,11.33163,Entire home/apt,80,2,103,2018-11-13,1.13,1,247,Malpighi
140,1942540,Vista su Piazza Aldrovandi,7818383,Margherita,,Santo Stefano,44.49425,11.350999999999999,Private room,60,1,53,2015-10-26,0.6,2,172,Irnerio
141,1948469,Casa di Michela,6146407,Michela,,Porto - Saragozza,44.4998,11.32478,Private room,30,1,22,2020-09-13,0.31,1,221,Saffi
142,1949394,Matrimoniale nel cuore di Bologna,10080893,Flavio E Viviana,,Santo Stefano,44.4992,11.34747,Private room,30,5,20,2018-04-10,0.22,1,90,Irnerio
143,1953800,Wanda's Apartment,5486828,Nicola,,Santo Stefano,44.48805,11.32981,Entire home/apt,45,1,178,2019-07-05,1.94,2,283,Colli
144,1962775,Bright & Comfortable BedRoom,1033461,Lelio,,Navile,44.51616,11.3298,Private room,30,2,33,2020-02-14,0.41,3,205,Lame
145,2099619,Casa Andrea APPARTAMENTO ESCLUSIVO,10708480,Pier Giuseppe,,Porto - Saragozza,44.49622,11.32639,Entire home/apt,60,2,152,2019-06-02,1.67,4,316,Costa Saragozza
146,2112874,"Appartamento FIERA, SANT'ORSOLA, CENTRO",10772630,Federica,,San Donato - San Vitale,44.50074,11.37342,Entire home/apt,60,1,170,2019-11-01,1.93,1,89,San Donato
147,2175745,COZY APARTMENT IN BOLOGNA,10988970,Daniela,,Navile,44.51512,11.34633,Entire home/apt,40,2,57,2019-04-23,0.65,2,238,Bolognina
148,2176533,Stanza privata in appartamento accogliente,10988970,Daniela,,Navile,44.515190000000004,11.34631,Private room,25,2,46,2018-11-04,1.11,2,270,Bolognina
149,2206704,Casa Luisa appartamento turistico,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.5063,11.30745,Entire home/apt,39,3,2,2014-03-29,0.04,4,356,S. Viola
150,2212785,APPARTAMENTO SOGGIORNI BREVI,10708480,Pier Giuseppe,,Borgo Panigale - Reno,44.50636,11.30745,Entire home/apt,39,2,0,,,4,356,S. Viola
151,2219937,Camera tranquilla-luminosa zona Ospedale Maggiore,11325267,Ines,,Porto - Saragozza,44.50372,11.30865,Private room,27,1,132,2017-04-14,1.52,1,344,S. Viola
152,2250424,Casa Letizia TWO historic center long term welcome,9081398,Letizia,,Santo Stefano,44.493840000000006,11.34731,Entire home/apt,66,3,116,2020-11-09,2.55,2,117,Irnerio
153,2256148,Arte & Ospitalità da Nonno EROS/ERA,11521610,Clio,,San Donato - San Vitale,44.504540000000006,11.376389999999999,Private room,20,1,66,2019-09-29,0.74,2,20,San Donato
154,2273362,"""Bijou House"", city centre, free wi-fi, Netflix",11606565,Cristina,,Santo Stefano,44.498000000000005,11.34982,Entire home/apt,128,3,10,2016-10-13,0.56,1,365,Irnerio
155,2280311,"""Behind Lumieré"" Big & Sunny room in Art District",11610405,Ilaria Silvia,,Porto - Saragozza,44.49868,11.33677,Private room,39,1,209,2019-10-22,3.01,4,79,Marconi
156,2282623,"S.Orsola zone,parking for free and self check-in",11658074,Cecilia,,San Donato - San Vitale,44.49328,11.3665,Entire home/apt,37,1,641,2019-09-12,7.14,1,11,S. Vitale
157,2317752,Central room with private bathroom,10882727,Marzia,,Porto - Saragozza,44.496759999999995,11.33269,Entire home/apt,36,2,135,2017-10-18,1.57,1,317,Marconi
158,2329387,TONYS PLACE HOME HOLYDAYS BOLOGNA,11898231,Antonio,,Borgo Panigale - Reno,44.51725,11.27861,Entire home/apt,48,2,75,2019-11-11,0.85,1,164,Borgo Panigale
159,2349237,Storia d'Italia - Vacation Home,7802745,Michele,,Santo Stefano,44.50112,11.348469999999999,Entire home/apt,93,1,231,2020-01-27,2.68,7,0,Irnerio
